comp_disp_inspection_by,comp_disp_date,nyc_BIN,location
2536,2016-11-28,4206530,"40.7146169,-73.8235560"
1913,2016-11-28,4207810,"40.7098510,-73.8179700"
1913,2016-11-28,4050410,"40.7310945,-73.8636300"
1913,2016-11-28,4050482,
2826,2016-11-28,4434863,"40.6648999,-73.8494441"
2556,2016-11-28,4434863,"40.6648999,-73.8494441"
2639,2016-11-28,4215750,"40.6967510,-73.7976690"
2556,2016-11-28,4434863,"40.6648999,-73.8494441"
2826,2016-11-28,4080139,"40.7081660,-73.8280210"
2422,2016-11-28,4117058,"40.7559320,-73.8227510"
2369,2016-11-28,3182451,"40.6097171,-73.9574986"
2550,2016-11-28,3399250,"40.7304090,-73.9595701"
2342,2016-11-28,3335098,"40.6819160,-73.9652970"
2619,2016-11-28,3335098,"40.6819160,-73.9652970"
2369,2016-11-28,3182451,"40.6097171,-73.9574986"
2555,2016-11-28,3061307,"40.7037600,-73.9493720"
2387,2016-11-28,3071688,"40.6997610,-73.9396280"
2664,2016-11-28,3205927,
1252,2016-11-28,3418186,"40.6896912,-73.9906588"
2531,2016-11-28,3323832,"40.6618480,-73.9952910"
1845,2016-11-28,3327791,"40.6587240,-73.9210070"
9,2016-11-28,3102589,"40.6557090,-73.9173610"
2752,2016-11-28,3055748,"40.6876470,-73.9619950"
2741,2016-11-28,3398367,"40.6699670,-73.9316580"
2741,2016-11-28,3398367,"40.6699670,-73.9316580"
2741,2016-11-28,3398367,"40.6699670,-73.9316580"
2556,2016-11-28,3339183,"40.5735399,-73.9930026"
2741,2016-11-28,3398367,"40.6699670,-73.9316580"
2741,2016-11-28,3398367,"40.6699670,-73.9316580"
2741,2016-11-28,3398367,"40.6699670,-73.9316580"
1847,2016-11-28,3037548,"40.6684000,-73.9322940"
2680,2016-11-28,3183217,"40.6072390,-73.9525130"
1847,2016-11-28,3037548,"40.6684000,-73.9322940"
1252,2016-11-28,3043647,"40.6921371,-73.9297622"
1252,2016-11-28,3040814,"40.6815321,-73.9214450"
1773,2016-11-28,3340239,"40.6450706,-73.8798934"
2664,2016-11-28,3346863,"40.6633560,-73.9278196"
517,2016-11-28,2006019,"40.8240110,-73.8914590"
2556,2016-11-28,2116173,"40.8808520,-73.8587330"
2556,2016-11-28,2116173,"40.8808520,-73.8587330"
2666,2016-11-28,2116173,"40.8808520,-73.8587330"
2556,2016-11-28,2116173,"40.8808520,-73.8587330"
2374,2016-11-28,2002789,"40.8240250,-73.9237179"
2556,2016-11-28,2116173,"40.8808520,-73.8587330"
2556,2016-11-28,2057427,"40.8800920,-73.8655270"
2713,2016-11-28,2012997,"40.8462344,-73.8845436"
2412,2016-11-28,2005568,"40.8173959,-73.8986756"
2412,2016-11-28,2102025,
2713,2016-11-28,2013051,"40.8528760,-73.8822910"
2556,2016-11-28,2012997,"40.8462344,-73.8845436"
2666,2016-11-28,2114972,"40.8577740,-73.8929900"
2676,2016-11-28,2003243,"40.8341533,-73.9277785"
2412,2016-11-28,2009854,"40.8354750,-73.8947210"
2666,2016-11-28,2116648,"40.8242172,-73.9117342"
2218,2016-11-28,2002796,"40.8264460,-73.9225826"
2218,2016-11-28,2002796,"40.8264752,-73.9223875"
2512,2016-11-28,1029778,"40.7775623,-73.9815947"
2664,2016-11-28,1055868,"40.8042690,-73.9579640"
2669,2016-11-28,1005782,"40.7264320,-73.9850180"
2556,2016-11-28,1088110,"40.7620782,-73.9929344"
2374,2016-11-28,1064989,"40.8689000,-73.9212354"
2374,2016-11-28,1064989,"40.8689000,-73.9212354"
1795,2016-11-28,1012237,"40.7407940,-74.0057690"
2600,2016-11-28,1001115,"40.7081429,-74.0068413"
2600,2016-11-28,1001115,"40.7081429,-74.0068413"
1244,2016-11-28,1068238,"40.7436585,-73.9953177"
1244,2016-11-28,1015689,"40.7445660,-73.9877950"
2374,2016-11-28,1079920,"40.8474271,-73.9351415"
2767,2016-11-28,1088110,"40.7620782,-73.9929344"
1244,2016-11-28,1088352,"40.7243495,-73.9791998"
1244,2016-11-28,1000810,"40.7778880,-73.9820306"
1244,2016-11-28,1000810,"40.7074764,-74.0122945"
1244,2016-11-28,1020375,"40.7483820,-73.9741000"
2781,2016-11-28,1075475,"40.8152153,-73.9481644"
2767,2016-11-28,1083503,"0.0000000,0.0000000"
2767,2016-11-28,1083503,"40.7282848,-73.9996575"
2767,2016-11-28,1083503,"40.7282848,-73.9996575"
474,2016-11-28,1001590,"40.7154317,-74.0079962"
474,2016-11-28,1002902,"40.7230985,-74.0103231"
2767,2016-11-28,1008951,"40.7328686,-73.9994810"
2787,2016-11-28,1011064,"40.7382837,-74.0035849"
2787,2016-11-28,1011064,"40.7382837,-74.0035849"
2512,2016-11-28,1024937,"40.7583910,-73.9917920"
2722,2016-11-28,1060086,"40.8188040,-73.9396400"
2722,2016-11-28,1060086,"40.8188040,-73.9396400"
474,2016-11-28,1007411,"40.7213295,-73.9944504"
2218,2016-11-28,1019511,"40.7328874,-73.9853488"
2218,2016-11-28,1040158,"40.7558074,-73.9633352"
2218,2016-11-28,1040158,"40.7558060,-73.9633524"
429,2016-11-27,3061873,"40.7199880,-73.9608263"
429,2016-11-27,3034421,"40.6650342,-73.9542249"
437,2016-11-27,3320627,
2633,2016-11-27,2093291,"40.8533300,-73.8643940"
2632,2016-11-27,1085200,
250,2016-11-27,1085200,
2271,2016-11-27,1019776,"40.7385680,-73.9810590"
2420,2016-11-27,1061510,"40.8261965,-73.9436038"
250,2016-11-27,1051137,"40.7719920,-73.9473650"
2271,2016-11-27,1017120,"40.7490650,-73.9833940"
2271,2016-11-27,1015921,"40.7514061,-73.9857264"
2669,2016-11-27,1044388,"40.7634740,-73.9618400"
2669,2016-11-27,1083904,"40.7631458,-73.9591547"
2669,2016-11-27,1044070,"40.7721730,-73.9577200"
2669,2016-11-27,1044070,"0.0000000,0.0000000"
2669,2016-11-27,1041253,"40.7698492,-73.9668560"
2669,2016-11-27,1044388,"40.7634740,-73.9618400"
2669,2016-11-27,1083091,"0.0000000,0.0000000"
2282,2016-11-26,4454658,"40.7845412,-73.7767724"
2199,2016-11-26,4080139,"40.7081660,-73.8280210"
2748,2016-11-26,4311899,"40.7757145,-73.9090453"
2514,2016-11-26,3002928,"40.6906216,-73.9975518"
2663,2016-11-26,3116226,"40.6548050,-73.9559610"
2610,2016-11-26,3010218,"0.0000000,0.0000000"
2656,2016-11-26,3075649,"40.6965179,-73.9195620"
2704,2016-11-26,2023837,"40.8271690,-73.8790960"
474,2016-11-26,2004575,"40.8190700,-73.9064380"
474,2016-11-26,2000384,"40.8109010,-73.9198760"
474,2016-11-26,2000384,"40.8109559,-73.9198534"
474,2016-11-26,2003776,"40.8035440,-73.9123950"
474,2016-11-26,2087653,"40.8180871,-73.8953829"
2669,2016-11-26,1014985,"40.7443045,-73.9924431"
2271,2016-11-26,1057398,"40.8029150,-73.9510640"
2669,2016-11-26,1012719,"40.7473180,-74.0039980"
2669,2016-11-26,1012719,"40.7473180,-74.0039980"
2669,2016-11-26,1089424,"40.7502185,-74.0046604"
2271,2016-11-26,1055770,"40.8018770,-73.9578880"
2271,2016-11-26,1087982,"40.8093500,-73.9368640"
2271,2016-11-26,1057902,"40.8101609,-73.9464438"
2376,2016-11-25,4210404,"40.7128560,-73.7859390"
2387,2016-11-25,4020311,"0.0000000,0.0000000"
1984,2016-11-25,4431722,"40.7543550,-73.8265280"
2651,2016-11-25,4005061,"40.7774840,-73.9138160"
2765,2016-11-25,4035145,"40.7545340,-73.8848770"
1987,2016-11-25,4078759,"40.7178350,-73.8401109"
2556,2016-11-25,4035145,"40.7545340,-73.8848770"
2556,2016-11-25,4035145,"40.7545340,-73.8848770"
2765,2016-11-25,4028943,"40.7512160,-73.8924410"
2556,2016-11-25,4028943,"40.7512160,-73.8924410"
2556,2016-11-25,4028943,"40.7512160,-73.8924410"
2556,2016-11-25,4028943,"40.7512160,-73.8924410"
2556,2016-11-25,4028943,"40.7512160,-73.8924410"
1984,2016-11-25,4431722,"40.7543550,-73.8265280"
1984,2016-11-25,4431722,"40.7543550,-73.8265280"
2583,2016-11-25,4436178,"40.5940940,-73.7515774"
2252,2016-11-25,4052577,"40.7206670,-73.8403809"
2656,2016-11-25,3057702,"40.6813300,-73.9580390"
2632,2016-11-25,3057703,"40.6813283,-73.9580792"
2633,2016-11-25,3055748,"40.6876470,-73.9619950"
2456,2016-11-25,3034322,"40.6654810,-73.9412830"
1334,2016-11-25,3339183,"40.5735399,-73.9930026"
2556,2016-11-25,3339183,"40.5735399,-73.9930026"
2556,2016-11-25,3339183,"40.5735399,-73.9930026"
2556,2016-11-25,3339183,"40.5735399,-73.9930026"
2556,2016-11-25,3339183,"40.5735399,-73.9930026"
2556,2016-11-25,3339183,"40.5735399,-73.9930026"
2556,2016-11-25,3339183,"40.5735399,-73.9930026"
2744,2016-11-25,3074138,"40.6998130,-73.9220720"
2556,2016-11-25,3339183,"40.5735399,-73.9930026"
2687,2016-11-25,3116645,"40.6535129,-73.9549830"
2556,2016-11-25,3116645,"40.6535129,-73.9549830"
2556,2016-11-25,3116645,"40.6535129,-73.9549830"
2556,2016-11-25,3116645,"40.6535129,-73.9549830"
2656,2016-11-25,3044207,"40.6906784,-73.9265258"
2687,2016-11-25,3059181,"40.6870085,-73.9778834"
2687,2016-11-25,3059181,"40.6870085,-73.9778834"
2761,2016-11-25,2057427,"40.8800920,-73.8655270"
2556,2016-11-25,2057427,"40.8800920,-73.8655270"
2556,2016-11-25,2057427,"40.8800920,-73.8655270"
2556,2016-11-25,2057427,"40.8800920,-73.8655270"
2556,2016-11-25,2057427,"40.8800920,-73.8655270"
2556,2016-11-25,2057427,"40.8800920,-73.8655270"
2556,2016-11-25,2057427,"40.8800920,-73.8655270"
2556,2016-11-25,2057427,"40.8800920,-73.8655270"
2632,2016-11-25,2017596,"40.8713840,-73.8907440"
2632,2016-11-25,2017220,"40.8722390,-73.8843900"
2632,2016-11-25,2013824,"40.8633694,-73.8968313"
2632,2016-11-25,2012485,"40.8538620,-73.8862879"
2632,2016-11-25,2014089,"40.8595042,-73.9022369"
2632,2016-11-25,2018006,"40.8760465,-73.8808166"
2632,2016-11-25,2083139,
2632,2016-11-25,2013522,"40.8511720,-73.9007130"
2632,2016-11-25,2014580,"40.8577860,-73.9088660"
2632,2016-11-25,2088325,"40.8606397,-73.8902283"
2632,2016-11-25,2014423,
2632,2016-11-25,1064521,"40.8753160,-73.9132120"
2632,2016-11-25,2016585,"40.8684250,-73.8840430"
1734,2016-11-25,2083560,"40.8819214,-73.9041534"
2346,2016-11-25,1080252,"40.7391750,-74.0075700"
2346,2016-11-25,1080252,"40.7393165,-74.0065610"
2346,2016-11-25,1080252,"40.7391750,-74.0075700"
2346,2016-11-25,1080252,"40.7393165,-74.0065610"
1710,2016-11-25,1019776,"40.7385680,-73.9810590"
2633,2016-11-25,1036452,"40.7565930,-73.9719470"
2565,2016-11-25,1036452,"40.7565930,-73.9719470"
2676,2016-11-25,1085735,"40.7535254,-73.9765707"
2282,2016-11-25,1055693,"40.7991085,-73.9596677"
723,2016-11-25,1085019,"0.0000000,0.0000000"
2676,2016-11-25,1088112,"40.7957150,-73.9314603"
2512,2016-11-25,1063982,"40.8528200,-73.9318890"
2556,2016-11-25,1026508,"40.7621701,-73.9921840"
2713,2016-11-25,1026508,"40.7621701,-73.9921840"
2420,2016-11-25,1062737,"40.8336050,-73.9424570"
2669,2016-11-25,1014800,"40.7429316,-73.9943611"
2252,2016-11-25,1083375,"40.7113027,-74.0175505"
2252,2016-11-25,1083375,"40.7113027,-74.0175505"
2252,2016-11-25,1083373,"40.7105393,-74.0169904"
2252,2016-11-25,1083373,"40.7105030,-74.0166198"
2574,2016-11-23,4206530,"40.7146169,-73.8235560"
2574,2016-11-23,4206530,"40.7146169,-73.8235560"
2574,2016-11-23,4206530,"40.7146169,-73.8235560"
2633,2016-11-23,4005061,"40.7774840,-73.9138160"
2492,2016-11-23,4082235,"40.7021299,-73.9120660"
2543,2016-11-23,4077487,"0.0000000,0.0000000"
1984,2016-11-23,4081137,
2682,2016-11-23,4115055,"40.7549580,-73.8316240"
2284,2016-11-23,4114653,"40.7592910,-73.8243280"
2574,2016-11-23,3116275,"40.6544680,-73.9504970"
2574,2016-11-23,3116275,"40.6544680,-73.9504970"
2389,2016-11-23,3057701,"40.6814775,-73.9581321"
2389,2016-11-23,3057701,"40.6814775,-73.9581321"
2384,2016-11-23,3414180,"40.5879059,-73.9722670"
2389,2016-11-23,3124738,"40.6439580,-73.9735590"
2633,2016-11-23,3140488,"40.6281570,-73.9938930"
2633,2016-11-23,3378523,"40.6852497,-73.9825191"
2685,2016-11-23,3124738,"40.6439580,-73.9735590"
2619,2016-11-23,3003099,"40.6893210,-73.9972470"
2646,2016-11-23,3398182,"40.7175680,-73.9542920"
2374,2016-11-23,3038417,"40.6640350,-73.9303890"
2374,2016-11-23,3196594,"40.5760770,-73.9709720"
2188,2016-11-23,3196594,"40.5760770,-73.9709720"
2531,2016-11-23,3323832,"40.6618480,-73.9952910"
2531,2016-11-23,3009478,"40.6612870,-73.9958700"
2374,2016-11-23,3327791,"40.6587240,-73.9210070"
2688,2016-11-23,3345358,"40.6609103,-73.9101026"
2688,2016-11-23,3342603,"40.6608074,-73.9108076"
2688,2016-11-23,3326557,"40.6620209,-73.9097869"
2688,2016-11-23,3326534,"40.6635285,-73.9109566"
2683,2016-11-23,3345368,"40.6612613,-73.9103521"
2688,2016-11-23,3326533,"40.6637719,-73.9111354"
2688,2016-11-23,3326505,"40.6633680,-73.9096820"
2688,2016-11-23,3326505,"40.6632863,-73.9100623"
2570,2016-11-23,3052500,"40.6841300,-73.9403449"
2787,2016-11-23,3207479,"40.6248560,-73.9558250"
2742,2016-11-23,3083426,"40.6751795,-73.9041823"
2742,2016-11-23,3083426,"40.6750840,-73.9043662"
2365,2016-11-23,3099472,"40.6632890,-73.9262760"
2725,2016-11-23,3055849,"40.6859420,-73.9706700"
1771,2016-11-23,3119672,"40.6424080,-73.9548010"
1771,2016-11-23,3117582,"40.6458390,-73.9626740"
2685,2016-11-23,3079271,"40.6902270,-73.9078110"
2761,2016-11-23,3327791,"40.6587240,-73.9210070"
2349,2016-11-23,3809072,"40.6811530,-73.9581600"
2608,2016-11-23,2010787,"40.8345350,-73.8869470"
2565,2016-11-23,2014355,"40.8630735,-73.9018543"
1244,2016-11-23,2003557,"40.8418852,-73.9256934"
2688,2016-11-23,2010685,"40.8378957,-73.8861804"
2775,2016-11-23,2071921,"40.9057290,-73.8476130"
2185,2016-11-23,2013749,"40.8544747,-73.9022070"
2713,2016-11-23,2003109,"40.8392140,-73.9218090"
2688,2016-11-23,2102052,
2412,2016-11-23,2097466,"40.8704537,-73.8291111"
2713,2016-11-23,2003093,"40.8381780,-73.9225220"
2421,2016-11-23,2003290,"40.8380820,-73.9246440"
860,2016-11-23,2014913,"40.8604837,-73.9090030"
860,2016-11-23,2018010,"40.8752380,-73.8807500"
1795,2016-11-23,1063572,"40.8472240,-73.9372390"
1795,2016-11-23,1012237,"40.7407940,-74.0057690"
517,2016-11-23,1055693,"40.7991085,-73.9596677"
1795,2016-11-23,1005782,"40.7264320,-73.9850180"
1795,2016-11-23,1085019,"0.0000000,0.0000000"
2783,2016-11-23,1076844,"40.7580015,-73.9856053"
2783,2016-11-23,1076844,"40.7581957,-73.9850757"
2783,2016-11-23,1076844,"40.7580320,-73.9848319"
1795,2016-11-23,1007201,"40.7214832,-73.9965248"
2633,2016-11-23,1052801,"0.0000000,0.0000000"
2646,2016-11-23,1052801,"0.0000000,0.0000000"
1795,2016-11-23,1063376,"0.0000000,0.0000000"
1795,2016-11-23,1051199,"40.7738633,-73.9465735"
2715,2016-11-23,1012048,"40.7372937,-74.0093962"
2695,2016-11-23,1007973,"40.7257830,-73.9983530"
2783,2016-11-23,1076844,"40.7580015,-73.9856053"
2783,2016-11-23,1076844,"40.7581957,-73.9850757"
2783,2016-11-23,1076844,"40.7580320,-73.9848319"
2633,2016-11-23,1005128,"40.7278110,-73.9808920"
2826,2016-11-23,1015862,"40.7484799,-73.9854246"
2608,2016-11-23,1016226,"40.7397510,-73.9898869"
1795,2016-11-23,1064989,"40.8689000,-73.9212354"
1795,2016-11-23,1064989,"40.8689000,-73.9212354"
2271,2016-11-23,1008689,"40.7293724,-74.0008123"
1244,2016-11-23,1015689,"40.7445660,-73.9877950"
1244,2016-11-23,1089395,"40.7516058,-74.0031150"
1244,2016-11-23,1089395,"40.7522422,-74.0041660"
1993,2016-11-23,1029778,"40.7775623,-73.9815947"
2715,2016-11-23,1079266,"40.7660989,-73.9929110"
2512,2016-11-23,1060087,"40.8186370,-73.9392410"
2669,2016-11-23,1059109,"40.8072260,-73.9566140"
2271,2016-11-23,1036068,"40.7621892,-73.9706351"
2271,2016-11-23,1036068,"40.7622588,-73.9707602"
2695,2016-11-23,1007973,"40.7257830,-73.9983530"
2669,2016-11-23,1048876,
1810,2016-11-23,1082866,"40.7339723,-73.9781819"
1810,2016-11-23,1082866,"40.7339723,-73.9781819"
1810,2016-11-23,1082766,"40.7300720,-73.9772670"
1810,2016-11-23,1082766,"40.7300720,-73.9772670"
1795,2016-11-23,1062536,"40.8339890,-73.9398790"
2607,2016-11-22,4026291,
2658,2016-11-22,4026290,
1913,2016-11-22,4220679,"40.7066779,-73.7735430"
2556,2016-11-22,4026290,
2232,2016-11-22,4534020,"0.0000000,0.0000000"
2607,2016-11-22,4026290,
1760,2016-11-22,3116275,"40.6544680,-73.9504970"
2531,2016-11-22,3326681,"40.6527816,-73.9064552"
2547,2016-11-22,3387645,"40.6634169,-73.8808334"
1760,2016-11-22,3073625,"0.0000000,0.0000000"
1760,2016-11-22,3073625,"40.7018530,-73.9219490"
2656,2016-11-22,3009068,"40.6638130,-73.9939900"
2531,2016-11-22,3057701,"40.6814775,-73.9581321"
2531,2016-11-22,3057701,"40.6814775,-73.9581321"
2399,2016-11-22,3124738,"40.6439580,-73.9735590"
686,2016-11-22,3116827,"40.6516962,-73.9497376"
2276,2016-11-22,3045914,"40.6849923,-73.9286072"
686,2016-11-22,3006400,"40.6812320,-73.9819830"
686,2016-11-22,3006400,"40.6812320,-73.9819830"
1252,2016-11-22,3034459,"40.6642594,-73.9579619"
686,2016-11-22,3065014,"40.7272159,-73.9586254"
686,2016-11-22,3065014,"40.7272159,-73.9586254"
2554,2016-11-22,3342524,"40.6646613,-73.8969437"
2554,2016-11-22,3342525,"40.6645838,-73.8969234"
2554,2016-11-22,3074138,"40.6998130,-73.9220720"
2723,2016-11-22,3346104,"40.7035602,-73.9903620"
2686,2016-11-22,3245453,"40.5818210,-73.9556500"
2188,2016-11-22,3196594,"40.5760770,-73.9709720"
2316,2016-11-22,3255315,"40.6705311,-73.9267570"
2554,2016-11-22,3032877,"40.6698860,-73.9567460"
2554,2016-11-22,3032877,"40.6698856,-73.9567779"
2554,2016-11-22,3032877,"40.6698856,-73.9567779"
2761,2016-11-22,3055086,"40.6902830,-73.9653058"
2744,2016-11-22,3127912,"40.6306520,-73.9723810"
1334,2016-11-22,3125357,"40.6427679,-73.9768090"
2556,2016-11-22,3125357,"40.6427679,-73.9768090"
2607,2016-11-22,3029627,"0.0000000,0.0000000"
1773,2016-11-22,3120821,"40.6369460,-73.9529750"
2761,2016-11-22,3145668,
2608,2016-11-22,2101571,
2584,2016-11-22,2092445,"40.8792702,-73.8862556"
2412,2016-11-22,2012464,"40.8525959,-73.8875484"
2688,2016-11-22,2114085,"40.8375930,-73.8841640"
2713,2016-11-22,2002727,"40.8312500,-73.9188820"
2713,2016-11-22,2002069,"40.8303818,-73.9115970"
2676,2016-11-22,2008009,"40.8416170,-73.9131720"
2666,2016-11-22,2008734,"40.8441100,-73.9205340"
2713,2016-11-22,2002722,"40.8296060,-73.9187630"
2556,2016-11-22,2008734,"40.8441100,-73.9205340"
2676,2016-11-22,2003056,"40.8340490,-73.9254340"
860,2016-11-22,2018010,"40.8752380,-73.8807500"
2252,2016-11-22,2027476,"40.8331026,-73.8766301"
2252,2016-11-22,2027476,"40.8331026,-73.8766301"
2732,2016-11-22,2014204,"40.8579140,-73.9056520"
2732,2016-11-22,2002993,"40.8310636,-73.9231328"
2600,2016-11-22,1001115,"40.7081429,-74.0068413"
2600,2016-11-22,1001115,"40.7081429,-74.0068413"
2543,2016-11-22,1015862,"40.7484799,-73.9854246"
2543,2016-11-22,1015862,"40.7484799,-73.9854246"
2633,2016-11-22,1076844,"40.7580015,-73.9856053"
2633,2016-11-22,1076844,"40.7581957,-73.9850757"
2633,2016-11-22,1076844,"40.7580320,-73.9848319"
5061,2016-11-22,1005991,"40.7298220,-73.9817090"
2512,2016-11-22,1082792,"40.7476699,-73.9975237"
2764,2016-11-22,1005676,"40.7206190,-73.9934700"
2639,2016-11-22,1084008,"40.7944800,-73.9630250"
2744,2016-11-22,1060839,"40.8258774,-73.9406642"
2787,2016-11-22,1032587,"40.7933424,-73.9704493"
2556,2016-11-22,1081692,"40.6464262,-73.9454699"
2664,2016-11-22,1063854,"40.8537589,-73.9282070"
2688,2016-11-22,1031235,"40.7844360,-73.9719880"
2765,2016-11-22,1081692,"40.6464262,-73.9454699"
2765,2016-11-22,1075693,"40.7736390,-73.9463860"
2669,2016-11-22,1009386,"40.7343860,-73.9928307"
2715,2016-11-22,1063304,"40.8352400,-73.9450750"
2715,2016-11-22,1060625,"40.8280570,-73.9373320"
2765,2016-11-22,1083997,"40.8082015,-73.9364483"
1795,2016-11-22,1066793,"40.7295989,-74.0047607"
2271,2016-11-22,1062536,"40.8339890,-73.9398790"
2271,2016-11-22,1062536,"40.8339890,-73.9398790"
1993,2016-11-21,5039658,"40.5824180,-74.1659155"
2543,2016-11-21,4077487,"0.0000000,0.0000000"
1984,2016-11-21,4112368,"40.7622420,-73.8297429"
2570,2016-11-21,4080149,"40.7133710,-73.8298120"
2658,2016-11-21,4113662,"40.7620500,-73.8218360"
2583,2016-11-21,4039012,"40.7424537,-73.8798456"
2583,2016-11-21,4039012,"40.7424537,-73.8798456"
2556,2016-11-21,4039012,"40.7424537,-73.8798456"
2556,2016-11-21,4039012,"40.7424537,-73.8798456"
2556,2016-11-21,4039012,"40.7424537,-73.8798456"
2556,2016-11-21,4039012,"40.7424537,-73.8798456"
2683,2016-11-21,4209721,"40.7081634,-73.7905933"
2556,2016-11-21,3182894,"40.6067890,-73.9591540"
686,2016-11-21,3051228,"40.6867650,-73.9419970"
2663,2016-11-21,3327324,"40.6379776,-73.9536713"
2714,2016-11-21,3201771,"40.5942746,-73.9579731"
2714,2016-11-21,3182894,"40.6067890,-73.9591540"
237,2016-11-21,3074260,"40.7023280,-73.9191580"
237,2016-11-21,3045202,"40.6866190,-73.9317870"
2556,2016-11-21,3182894,"40.6067890,-73.9591540"
2556,2016-11-21,3182894,"40.6067890,-73.9591540"
2556,2016-11-21,3201771,"40.5942746,-73.9579731"
2556,2016-11-21,3201771,"40.5942746,-73.9579731"
2556,2016-11-21,3182894,"40.6067890,-73.9591540"
2556,2016-11-21,3201771,"40.5942746,-73.9579731"
2556,2016-11-21,3201771,"40.5942746,-73.9579731"
2556,2016-11-21,3201771,"40.5942746,-73.9579731"
2556,2016-11-21,3201771,"40.5942746,-73.9579731"
2556,2016-11-21,3201771,"40.5942746,-73.9579731"
2688,2016-11-21,3345327,"40.6637083,-73.9107636"
2688,2016-11-21,3345371,"40.6617197,-73.9098825"
2688,2016-11-21,3345306,"40.6631823,-73.9110204"
2688,2016-11-21,3345373,"40.6615138,-73.9098313"
2688,2016-11-21,3326592,"40.6606019,-73.9094384"
1334,2016-11-21,3146596,"40.6332430,-74.0236650"
2722,2016-11-21,3038503,"40.6633329,-73.9345140"
2654,2016-11-21,3102589,"40.6557090,-73.9173610"
2188,2016-11-21,3183217,"40.6072390,-73.9525130"
1334,2016-11-21,3181829,"40.6112720,-73.9593970"
2725,2016-11-21,3061264,"40.7039834,-73.9499282"
2761,2016-11-21,3082392,"40.6614179,-73.9057341"
2761,2016-11-21,3082392,"40.6614179,-73.9057341"
1795,2016-11-21,2002706,"40.8276486,-73.9202735"
2666,2016-11-21,2091244,"40.8316580,-73.9266190"
2556,2016-11-21,2091244,"40.8316580,-73.9266190"
2713,2016-11-21,2117112,"40.8061749,-73.9278870"
2565,2016-11-21,2014355,"40.8630735,-73.9018543"
2584,2016-11-21,2051297,"40.8637370,-73.8687190"
2412,2016-11-21,2103850,"40.8693300,-73.8263908"
2412,2016-11-21,2103850,"40.8692420,-73.8248586"
2556,2016-11-21,2091244,"40.8316580,-73.9266190"
2556,2016-11-21,2091244,"40.8316580,-73.9266190"
2713,2016-11-21,2120164,"40.8124828,-73.9082294"
2584,2016-11-21,2051264,"40.8622060,-73.8680070"
2556,2016-11-21,2117112,"40.8061749,-73.9278870"
2543,2016-11-21,2014355,"40.8630735,-73.9018543"
2556,2016-11-21,2003231,"40.8337770,-73.9277550"
2556,2016-11-21,2003231,"40.8337770,-73.9277550"
2703,2016-11-21,2117654,"40.8544310,-73.8923150"
2703,2016-11-21,2023883,
1734,2016-11-21,1008689,"40.7293724,-74.0008123"
2342,2016-11-21,1011743,
429,2016-11-21,1076844,"40.7580015,-73.9856053"
429,2016-11-21,1076844,"40.7581957,-73.9850757"
429,2016-11-21,1076844,"40.7580320,-73.9848319"
1795,2016-11-21,1089662,"40.8007940,-73.9374780"
1795,2016-11-21,1079920,"40.8474271,-73.9351415"
723,2016-11-21,1005674,"40.7205050,-73.9935710"
2764,2016-11-21,1005674,"40.7205050,-73.9935710"
1795,2016-11-21,1026883,
2764,2016-11-21,1005676,"40.7206190,-73.9934700"
1795,2016-11-21,1002162,"40.7206587,-74.0092956"
1795,2016-11-21,1020339,"40.7468516,-73.9746950"
2570,2016-11-21,1024874,"40.7652620,-73.9828560"
2570,2016-11-21,1026508,"40.7621701,-73.9921840"
2765,2016-11-21,1087381,"40.8003885,-73.9412980"
2556,2016-11-21,1087381,"40.8003885,-73.9412980"
1795,2016-11-21,1065054,"40.8518254,-73.9418358"
1795,2016-11-21,1060905,"40.8196832,-73.9467471"
2686,2016-11-21,1020375,"40.7483820,-73.9741000"
2765,2016-11-21,1024703,"0.0000000,0.0000000"
2267,2016-11-21,1063337,"40.8380660,-73.9453020"
2509,2016-11-21,1081692,"40.6464262,-73.9454699"
2765,2016-11-21,1074189,"40.7998053,-73.9443825"
2527,2016-11-21,1078884,"40.7971093,-73.9487062"
2556,2016-11-21,1087381,"40.8003885,-73.9412980"
2715,2016-11-21,1062933,"40.8382122,-73.9403656"
2765,2016-11-21,1088112,"40.7957150,-73.9314603"
2591,2016-11-21,1062700,"0.0000000,0.0000000"
2610,2016-11-20,3168627,"40.6040610,-74.0069690"
517,2016-11-20,3079744,"40.6890570,-73.9068790"
517,2016-11-20,3079744,"40.6890570,-73.9068790"
2555,2016-11-20,3330686,"40.6716897,-73.9515541"
1710,2016-11-20,2094521,"40.8459514,-73.9089417"
2446,2016-11-20,1080089,"40.7286336,-73.9936103"
1710,2016-11-20,1015265,"40.7534083,-73.9874220"
1710,2016-11-20,1048068,"40.7801779,-73.9536517"
1710,2016-11-20,1048068,"40.7801779,-73.9536517"
235,2016-11-20,1087557,"40.7240750,-74.0000530"
235,2016-11-20,1087557,"40.7238483,-73.9995628"
474,2016-11-20,1000041,"40.7040407,-74.0121771"
474,2016-11-20,1001590,"40.7154317,-74.0079962"
474,2016-11-20,1002902,"40.7230985,-74.0103231"
235,2016-11-20,1087608,"40.7422076,-73.9946995"
474,2016-11-20,1000794,
2591,2016-11-20,1063544,"40.8471400,-73.9360389"
2591,2016-11-20,1063633,"40.8479650,-73.9339900"
474,2016-11-20,1087055,"40.7175026,-74.0024136"
