comp_disp_inspection_by,comp_disp_date,nyc_BIN,location
2632,2016-10-14,1088817,
2783,2016-10-14,1088817,
2288,2016-10-14,1083718,"40.7592077,-73.9841730"
2288,2016-10-14,1083718,"40.7592077,-73.9841730"
2646,2016-10-14,1004489,"40.7227427,-73.9769955"
2646,2016-10-14,1004489,"40.7227629,-73.9766985"
2720,2016-10-14,1077598,"40.7162020,-73.9848650"
1795,2016-10-14,1007832,"40.7268734,-74.0036906"
1795,2016-10-14,1055480,"40.7965520,-73.9615230"
526,2016-10-14,1002326,"40.7179996,-74.0015688"
2715,2016-10-14,1016894,"0.0000000,0.0000000"
2715,2016-10-14,1030373,
2271,2016-10-14,1032587,"40.7933424,-73.9704493"
2669,2016-10-14,1005991,"40.7298220,-73.9817090"
2669,2016-10-14,1064294,
2669,2016-10-14,1063952,"40.8510280,-73.9335119"
2772,2016-10-14,1004094,"40.7196931,-73.9832942"
2669,2016-10-14,1060905,"40.8196832,-73.9467471"
2669,2016-10-14,1064288,
2669,2016-10-14,1062699,"40.8334363,-73.9450014"
2689,2016-10-14,1010679,"40.7343589,-74.0012851"
2556,2016-10-14,1010679,"40.7343589,-74.0012851"
2591,2016-10-14,1015033,"40.7458436,-73.9935641"
2517,2016-10-14,1061791,
2517,2016-10-14,1061184,"40.8287140,-73.9405200"
2517,2016-10-14,1061683,"40.8307790,-73.9426010"
2669,2016-10-14,1064773,"40.8639150,-73.9227380"
1992,2016-10-14,1006541,"40.7246940,-73.9908700"
1992,2016-10-14,1006541,"40.7246940,-73.9908700"
2452,2016-10-14,1015781,"40.7465160,-73.9872140"
2452,2016-10-14,1015781,"40.7465160,-73.9872140"
2600,2016-10-14,1001017,"40.7067805,-74.0094294"
2669,2016-10-14,1044716,"40.7639249,-73.9600386"
2591,2016-10-14,1088534,"40.7469246,-73.9877176"
2591,2016-10-14,1088534,"40.7469246,-73.9877176"
2591,2016-10-14,1014075,
2591,2016-10-14,1013266,"40.7438416,-73.9999479"
2742,2016-10-13,4210316,"40.7104690,-73.7879150"
2556,2016-10-13,4210316,"40.7104690,-73.7879150"
2634,2016-10-13,4081804,"40.7060906,-73.9160332"
